race,cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender
8,1,37,3.6,0.29,-0.63,P,1,4,-62,male
7,4,34,3.4,0,0.67,,1,4,NA,female
7,1,39,3.4,1,0.19,F,1,4,-62,female
4,3,31,2.5,-1.5,-2.11,F,2,2,-65,female
7,1,38,3.2,0.66,0.59,P,1,4,-61,male
7,3,36,3.5,1.54,1.22,P,1,4,-58,female
7,3,32,3.2,-1.48,-1.65,F,1,4,-62,female
7,3,34.5,3,-0.2,-0.63,P,1,3,-61,female
7,3,34,3,1.28,0.76,P,1,4,-62,male
7,4,44,3.5,2.65,1.73,P,1,4,-60,male
7,5,42,3.9,0.63,0.68,,1,2,NA,male
7,1,30,3.2,-1.38,-1.32,F,1,3,-61,female
7,3,30.5,3.5,-1.99,-2.17,P,1,4,-62,male
7,1,45,2.3,0.59,0.92,P,2,3,-52,male
7,5,42,3.7,1.1,0.93,P,1,3,-62,male
3,1,26,3.2,-1.57,NA,,1,2,NA,male
7,3,38,2.9,-1.51,-0.31,P,1,4,-62,female
7,1,39,4,1.59,1.55,P,1,2,-63,male
7,1,40,3.5,2.17,2.27,P,1,3,-48,male
7,4,35,4,1.9,1.74,P,1,4,-61,female
7,4,48,3.5,0.4,0.87,P,1,4,-62,female
6,4,35,3.3,0.01,-0.15,P,2,4,-62,female
7,4,41,3.6,0.33,-0.18,P,1,3,-62,male
7,3,42,3.1,1.18,1.74,P,1,4,-50,male
2,1,35,NA,-0.26,-0.7,P,1,4,-58,female
7,4,30.5,2.7,-0.17,1.22,P,2,3,-61,male
3,3,28,2.9,-1.83,NA,,1,3,NA,male
7,4,36,3.2,-0.21,-0.4,P,1,4,-62,male
7,1,37,3.3,-0.56,-0.64,P,1,4,-62,male
7,5,NA,3.6,NA,1.27,P,1,4,-51,male
7,5,36,3.6,1.47,1.19,P,1,4,-62,female
7,1,41,3.8,-0.08,0.05,P,1,1,-63,female
7,1,40,3.6,0.41,1.24,P,2,3,-50,male
7,3,34,3.2,-0.92,-0.26,P,1,4,-61,female
2,4,31,2.6,-1.26,-1.87,F,1,5,-59,male
7,1,39,3.2,0.08,-0.59,P,1,3,-62,male
7,1,39,3.2,0.27,0.28,P,1,2,-62,female
7,3,29,3.3,0.58,0.97,P,1,3,-61,male
7,1,41,4,2.02,2.03,P,1,4,-62,male
8,3,NA,NA,-0.89,-1.68,P,1,NA,NA,male
7,1,35,3,0.38,0.22,P,2,4,-62,female
7,5,40,3.3,0.13,-0.12,P,1,3,-61,female
7,3,37,3.3,0.11,-0.65,P,1,3,-62,female
7,1,42,3,-0.4,-0.12,P,1,4,-60,male
7,4,38,4,0.61,0.82,P,1,4,-62,female
7,6,37,2.9,0.17,-0.29,P,1,5,-47,male
7,1,36,3.6,NA,NA,P,1,2,-59,female
7,1,37,3.8,1.6,1.59,P,1,4,-60,female
7,2,29,3.1,-0.58,-0.55,F,1,3,-47,male
3,1,30,2.7,-2.29,-0.79,F,1,3,-59,female
2,5,37,3.2,-0.47,-0.3,P,1,5,-61,female
7,3,41,2.8,-0.42,-0.53,P,1,4,-62,female
7,3,36,2.6,1.26,0.64,P,1,3,-61,male
7,4,40,3.6,1.81,2.23,P,1,4,-59,female
7,4,47,3,-0.43,-1.3,P,1,4,-62,male
7,5,44,2.4,1.65,0.64,P,1,4,-50,male
7,4,36,3.9,1.9,2.09,P,1,3,-62,female
7,1,32,3.7,1.06,0.95,P,2,2,-58,female
7,4,33,3.1,-0.46,-0.49,P,1,4,-61,female
7,6,27,2.5,NA,NA,F,1,3,-46,male
7,3,37,3.1,0.62,0.56,P,1,3,-61,female
7,1,44,3.9,0.19,0.29,P,1,3,-62,male
7,3,38,3.7,0.81,0.71,P,1,3,-61,female
7,4,39,3.5,0.1,-0.06,P,1,3,-51,female
7,3,35.3,2.6,0.47,-0.8,P,1,4,-61,male
7,5,42,3.4,-0.9,-1.46,P,1,3,-64,male
4,3,33,2.6,-1.18,NA,,1,3,NA,female
7,4,39,2.9,2.01,1.87,P,1,3,-61,male
7,3,37,3.1,-1.11,-1.03,P,1,4,-50,male
7,3,33,2.5,-0.32,-1.27,P,1,4,-58,male
7,3,33,2.5,-1.4,-1.63,P,1,4,-67,male
7,4,41,3,0.49,0.38,P,1,4,-62,female
7,1,43,3.4,2.28,1.89,P,1,3,-60,female
2,3,38,3.6,0.81,0.99,P,1,4,-66,female
7,1,41,3.1,0.16,-0.02,P,1,3,-54,female
7,1,33,3.4,-0.53,-0.88,P,2,3,-38,male
2,1,37,2.9,-1.45,-1.11,P,1,4,-62,female
3,1,24,2.7,-1.46,NA,,1,3,NA,female
7,5,43,3.6,0.64,NA,,1,3,NA,male
7,1,35,3.8,1.14,1.44,P,1,4,-61,male
7,3,40.5,3.2,2.09,2.36,P,1,4,-61,male
7,1,48,3.2,1.06,0.99,P,1,2,-47,female
4,4,32,2.9,-0.68,-0.88,P,1,2,-62,female
7,3,37,3.8,NA,NA,,1,4,NA,male
7,3,35,3,0.45,0.09,P,1,3,-66,male
7,4,45,3.1,1.24,0.87,P,1,4,-58,male
7,3,41,3,1.01,0.66,P,1,3,-61,female
7,1,39,3.3,0.12,0.16,P,1,4,-62,male
7,3,40,3.7,-0.75,-0.73,F,1,3,-59,female
7,2,35.5,3.1,-0.37,-0.76,P,1,4,-60,male
7,3,47,2.9,0.65,1.17,,1,5,NA,female
7,5,41,3.6,-1.86,-1.76,P,1,5,-59,male
7,3,36,3.3,-0.17,0.19,P,1,4,-60,male
7,3,34,2.8,0.1,0.13,P,1,3,-57,male
7,3,38,3,-0.02,-0.23,P,1,4,-61,male
7,3,33,3.7,0.57,0.01,P,1,NA,-62,female
7,3,34,2.7,-1.71,-1.54,F,1,4,-60,male
7,3,24.5,3.7,0.96,0.56,P,1,1,-60,female
7,2,31,3.1,0.07,0.98,P,1,5,-61,male
7,2,30.5,2.6,-0.1,-0.27,P,1,4,-61,male
7,3,46,3.4,0.18,0.32,,1,3,NA,male
7,3,33,3,-1.03,-1.15,P,2,3,-56,female
7,1,38,3.1,-1.57,-1.2,P,1,4,-62,male
7,4,41,2.8,0.35,-0.52,P,2,3,-56,male
7,3,36,3.2,-0.67,-0.82,P,1,4,-62,female
3,4,25,3.3,-0.09,-0.24,F,1,2,-61,female
7,1,34,3.4,1.02,0.67,,1,4,NA,male
7,3,31,3.5,1.21,1.49,P,2,3,-47,female
7,3,40,3.3,-0.49,-0.56,P,1,5,-62,male
7,1,39,3.6,-0.61,-0.46,P,1,3,-62,male
7,4,31,2.7,0.12,-0.12,P,1,3,-41,male
7,2,31,3.6,-1.32,-1.22,F,1,3,-62,female
3,2,23,3.2,-1.79,NA,,1,2,NA,female
7,4,33.5,3.5,0.55,0.63,P,1,4,-62,male
7,3,36,3.2,-0.92,-1.45,P,1,4,-64,male
7,3,35,3.2,0.15,-0.25,P,1,4,-56,male
7,1,43,3.3,2.7,2.5,P,1,4,NA,female
7,3,38,3.1,-1.54,NA,,1,4,NA,female
7,1,39,3.8,NA,NA,P,1,2,-59,female
7,3,36,3,-0.41,-0.96,P,1,4,-62,female
2,1,38,3.3,-0.98,-1.76,P,1,3,-61,female
7,5,44,3.8,0.78,1.4,P,1,4,-62,female
7,3,38,3.7,1.23,1.31,P,1,3,-62,female
7,3,31,3.3,0.8,1.06,,1,3,NA,female
7,2,27,2.7,-1.19,-1.49,F,2,4,-65,male
7,3,36,3.1,0.68,0.63,P,1,4,-61,male
7,3,31,3.5,1.26,1.6,P,1,3,-61,female
7,1,40,3.3,-0.52,-0.75,,1,4,NA,female
7,1,35.5,3.6,-0.09,0.38,P,1,2,-53,male
7,3,32,3.5,-0.86,-0.65,P,1,4,-62,male
7,4,42,3.4,-0.7,0.01,P,1,3,-58,male
7,1,33,3.4,-2.29,NA,,1,4,NA,male
7,5,44,2.9,1.61,-0.15,P,1,4,-58,female
7,4,28,2.9,-0.83,-0.53,,2,3,NA,female
7,3,25,3.2,-0.68,-1.24,P,1,4,-67,male
7,3,38,3.5,0.62,-0.34,,1,2,NA,female
1,5,39,2.8,NA,NA,F,1,3,-53,female
7,4,38,3.5,-0.56,-0.83,P,1,3,-59,male
7,1,37,3.2,-0.93,-0.42,F,1,4,-61,female
7,1,39,3.6,NA,NA,P,1,3,-62,female
7,4,38,3,-1.23,-0.86,P,1,5,-61,male
7,4,35,3.2,-0.48,-0.17,P,1,4,-60,female
7,1,36,4,-0.28,0.2,P,1,3,-40,female
7,5,48,3.8,NA,0,P,1,2,-57,male
7,5,46,4,1.31,1.77,P,1,4,-63,male
7,4,35,3,-1.14,-0.08,P,1,4,-61,male
7,3,31,3.6,-0.48,-0.62,P,1,2,-61,female
7,6,26.5,3.2,NA,NA,P,1,4,-62,female
7,3,37,3.4,0.47,1.06,P,1,4,-62,female
7,1,36,3.2,0.32,0.6,P,1,4,-62,male
7,4,37,3.5,NA,NA,,1,4,NA,female
7,2,29,3.1,-0.64,-0.7,P,1,3,-61,male
7,1,33,3.9,-1.84,NA,,1,3,NA,female
7,3,30,3.5,0.53,1.83,P,1,4,-62,female
7,2,34,3.2,0.33,0.27,P,1,4,-62,female
7,3,37,3.1,0.65,0.59,P,2,4,-61,male
3,6,NA,2.3,-0.81,-1.25,F,1,2,-53,male
3,6,20,2.7,-0.77,-0.8,F,1,2,-61,female
7,3,30,3.2,0.02,-0.17,P,1,4,-59,male
2,3,29.3,3.2,0.84,NA,,1,4,NA,male
7,3,37,3.3,-0.08,-0.17,F,1,NA,-62,male
7,3,37,3.5,1.51,1.09,P,1,4,-61,male
7,4,48,3.8,0.86,0.99,P,1,2,-56,female
7,1,35,2.9,0.23,-1.08,P,1,3,-59,female
6,1,35,3.1,0.87,0.23,P,1,4,-59,female
7,5,34,3.8,NA,NA,P,1,4,-61,female
7,1,30,3.5,NA,NA,,1,3,NA,female
7,5,48,3.4,0.7,-0.26,P,1,4,-61,male
2,1,41,3.7,-0.14,-0.02,P,1,4,-62,female
7,4,32,3.5,-0.32,-0.31,P,1,4,-60,female
7,4,36,3.2,-1.37,NA,P,1,4,-59,female
3,3,27,2.5,-2,-1.95,P,2,3,-51,male
3,1,38,3.3,-0.57,-0.67,P,1,2,-58,male
7,3,34,3.4,1.7,1.08,P,1,3,-62,male
7,4,34,3.5,0.92,NA,P,1,3,-59,female
3,1,34,2.3,-1.39,-1.5,,1,3,NA,female
7,4,37.5,3.7,-0.85,-1.22,F,1,2,-58,female
7,5,47,3.7,-1.47,-1.3,P,1,5,-46,male
7,3,32,3.4,0.24,0.33,P,1,3,-61,male
7,1,37,3.4,NA,NA,,1,3,NA,male
7,3,32.5,3.2,-0.7,-0.68,P,1,3,-62,male
3,1,21,3.2,-1.42,-1.51,F,2,2,-57,male
7,1,38,3.7,0.33,0.64,P,2,4,-54,female
7,3,37,3.6,1.45,1.39,P,1,3,-62,female
7,1,35,3.5,0.26,0.26,P,1,4,-58,male
7,1,32,3.2,-0.41,-0.39,P,2,3,-45,female
7,1,37,3.9,-0.38,-0.74,,1,2,NA,male
7,3,35.5,2.7,0.54,1.04,P,1,4,-62,male
7,3,39,3.1,-0.06,0.29,P,1,4,-60,male
7,3,37,3.1,1.33,0.65,P,1,4,-62,female
7,1,42,3.2,0.58,0.74,P,1,4,-59,male
3,5,33,3.9,-1.43,NA,P,1,4,-61,female
8,4,35,3.4,-0.74,-1.17,P,1,4,-68,female
7,1,34.5,3.9,1.33,0.97,P,1,3,-62,female
7,1,39,3.6,-0.83,-1.3,P,1,3,-62,female
7,1,39,3.1,-1.15,-0.4,P,1,4,-58,male
7,3,37,3.3,2.04,2.09,P,1,3,-61,male
7,1,41,3.8,0.68,0.94,P,1,3,-57,female
7,3,25,2.3,-1.22,NA,,2,2,NA,male
7,3,33,2.1,2.17,1.05,P,1,2,-59,male
7,3,35,3.2,NA,NA,,1,3,NA,female
7,1,43,4,2.3,2.54,P,2,3,-50,female
8,5,35.5,4,-0.08,0.09,P,1,3,-55,male
7,3,38,3.6,1.22,0.83,P,1,4,-62,male
7,4,37,3.4,0.98,NA,P,1,5,-58,female
4,1,36,3.1,-0.79,-1.06,P,1,3,-66,male
7,1,38,3.7,-0.28,-0.34,P,1,4,-62,female
7,1,39,3.1,0.08,-0.09,P,1,4,-62,male
7,1,37,3.6,NA,NA,P,1,3,-55,female
7,1,43,3.4,1.57,NA,,1,4,NA,female
7,3,27,3.7,0.41,0.47,P,1,4,-66,female
7,3,37,3.8,-0.88,-2.11,F,1,3,-62,female
4,3,37,3.2,-1.56,-1.69,F,1,2,-59,male
7,3,35.5,3.4,NA,NA,,1,2,NA,male
4,1,23.5,2.3,-1.38,-1.77,P,1,1,-56,male
7,1,36,4,0.22,1.1,P,1,4,-62,female
7,1,38.5,3.5,-0.22,0.62,,1,4,NA,male
7,2,34,3.9,NA,NA,,1,3,NA,male
7,3,36.5,3,0.3,0.54,P,1,4,-60,male
7,3,44,3.5,1.14,1.34,P,1,4,-60,female
7,5,41,3.3,NA,NA,P,1,4,-52,female
7,4,30.5,3.5,0.79,0.64,P,1,NA,-60,male
7,2,32.5,2.4,0.3,-0.48,P,1,4,-59,male
3,4,28,3.1,-1.24,-0.97,P,1,3,-58,female
3,1,29.5,2.6,-1.61,-1.48,P,1,2,-60,female
6,1,38,3.6,0.19,0.37,P,1,3,-65,female
7,1,38,3.2,NA,NA,,1,3,NA,male
7,3,31,3.8,-0.46,0.32,P,1,4,-61,male
7,3,43,3.4,1.85,2.42,P,1,4,-62,male
7,4,NA,NA,NA,NA,,1,5,NA,
6,1,40,3.6,-0.01,-0.02,P,1,4,-61,female
6,2,25,3,-1.14,-1.47,F,1,4,-62,male
2,4,39,3.2,0.21,0.38,P,1,3,-62,female
7,3,37,3,-0.7,-0.77,P,1,4,-61,male
7,1,41,NA,-0.37,-0.39,P,1,4,-58,male
7,1,38,3.8,1.16,1.59,P,1,5,-61,male
7,3,36,2.9,-1.52,-1.73,P,1,3,-61,female
7,1,37,3.8,0.75,0.49,P,1,4,-66,male
7,4,37.5,3,-0.54,-0.51,P,2,4,-58,male
7,3,42,2.9,0.68,0.17,P,1,4,-62,male
7,1,42,4,0.99,1.18,P,1,4,-62,male
7,3,39,3,1.43,1.16,P,1,4,-56,female
7,1,45,2.6,0.48,-0.26,P,2,3,-59,male
7,4,38,2.9,NA,NA,P,1,3,-62,male
7,3,31,3.2,0.09,0.24,P,1,3,-46,female
3,3,27,3.3,1.25,0.41,P,1,2,-61,female
7,3,39,2.9,NA,NA,P,1,4,-60,male
7,1,35,3.4,0.79,1.02,P,1,4,-53,female
7,1,37,3.8,-0.37,NA,,1,4,NA,female
7,1,35,3.3,0.48,0.36,P,1,3,-58,male
3,1,24,2.6,-1.6,-1.77,F,1,3,-61,female
7,1,26.5,2.5,-1.15,-1.09,P,1,4,-36,female
7,3,36,2.6,1.6,2.17,P,1,3,-55,male
7,1,32,3.5,-1.44,-0.93,F,1,3,-54,female
7,1,37,3.5,1.65,1.68,P,1,4,-63,female
4,1,37,2.9,-0.18,-1.22,P,1,2,-61,male
7,1,37,2.9,0.82,0.51,P,1,4,-59,male
7,3,31,3.4,-0.89,NA,,1,3,NA,female
7,3,38,3.6,-0.43,-0.05,P,1,4,-62,male
7,1,35,3.7,0.29,0.68,P,1,3,-61,female
3,3,26,2.3,-2.05,-1.39,F,2,3,-56,male
7,4,42,3.4,-0.32,-1.73,P,2,3,-63,female
7,3,28,3.5,-1.21,-0.87,P,1,4,-61,female
7,3,29,2.7,0.88,1.06,P,1,3,-59,male
7,1,40,3.4,-0.49,-0.57,F,1,3,-53,male
7,3,37,3.8,2.26,2.13,P,1,5,-49,female
7,3,33,3.2,0.68,1.13,P,1,5,-43,female
7,3,32,3.2,NA,-0.63,F,1,3,-51,female
7,2,29.5,3,0.22,-0.23,P,1,1,-58,male
7,1,38,3.8,-0.41,-0.17,P,1,4,-61,female
7,5,37,3.7,-0.19,-0.31,,1,3,NA,female
7,1,39,3.5,1.84,1.89,P,1,3,-59,male
7,2,38,2.7,0.55,0.34,P,1,4,-56,male
7,4,27.5,3,-1.12,-1.38,,2,3,NA,male
7,2,31,3.4,NA,NA,,1,3,NA,male
7,3,27.5,3,1.45,0.87,P,1,4,-60,female
7,5,36,2.7,NA,NA,P,1,4,-55,male
7,1,43,3.4,1.08,0.75,P,1,4,-63,male
7,1,36,3.7,2.11,2.47,P,1,3,-62,female
7,4,34,3.6,-0.53,-0.86,P,1,3,-60,female
7,1,39,3.4,0.57,0,P,1,4,-56,female
6,3,24.7,2.8,-1.29,-1.52,P,1,3,-63,male
7,5,47,3.9,NA,0,P,1,5,-62,female
7,1,35,3.3,0.76,0.29,P,1,5,-61,female
7,4,46,3.4,-0.06,0.32,P,1,5,-62,male
8,1,27,2.8,-1.28,-1.79,P,1,3,-60,male
7,NA,28,2.3,-0.09,-1.02,P,2,3,-58,male
2,4,41,3.7,0.49,-0.57,P,1,3,-57,female
7,1,32.5,3.7,1.1,1.1,P,1,4,-62,female
7,5,45,3.8,-0.04,-0.12,P,1,3,-62,female
7,2,29,2.8,-0.66,-0.62,P,1,3,-56,male
7,3,34,3.6,-0.79,NA,,1,4,NA,female
7,1,42,3.7,1.2,0.73,P,1,5,-61,male
7,4,36.5,3.4,-0.8,-0.87,F,1,2,-58,female
7,4,44,3.9,-0.24,-0.12,P,1,2,-60,male
7,4,42,3.4,-0.16,-0.73,P,1,5,-62,male
7,3,48,2.7,0.84,-0.44,P,1,4,-59,male
7,2,33,3.2,0.98,1.48,P,1,5,-62,male
7,6,36,3.4,-2.35,NA,,1,2,NA,male
7,1,38,3.8,-1.03,-0.68,P,1,4,-62,female
7,3,30,3.1,-0.47,-0.59,P,1,2,-46,male
7,3,40,3,1.13,1.17,P,1,3,-61,female
2,1,37,3.8,-2.66,-2.58,P,1,4,-67,female
7,5,38,3.6,-0.19,0,P,1,4,-61,male
7,1,45,3,0.35,0.49,P,1,3,-62,male
7,1,39,3.7,-0.29,-0.49,P,1,4,-67,male
7,1,32,2.8,-0.21,-0.43,P,1,4,-48,male
7,3,42,3.1,0.48,0.17,P,1,4,-60,female
7,1,37,3.1,NA,1.09,P,2,3,-53,male
7,3,37,2.2,-0.47,-0.9,F,2,5,-52,male
7,2,32,3.3,0.61,0.64,,1,4,NA,female
7,1,41,2.9,1.81,1.24,P,1,4,-59,female
7,4,33,3.7,1.26,1.33,P,2,4,-62,male
7,2,32,2.9,-0.73,-0.68,P,1,1,-49,male
7,1,38,3.4,0.88,1.23,P,1,4,-61,male
3,4,23,2.7,-2.15,-2.62,F,1,4,-62,female
7,3,35,2.9,-2.9,NA,,1,4,NA,female
7,2,33,2.7,-1.07,NA,,1,4,NA,female
7,3,34,3.3,-2.04,NA,,1,4,NA,female
7,3,34.5,3.3,0.64,0.59,P,1,3,-61,male
7,2,35,3.5,0.81,1.33,P,1,4,-59,male
7,4,34,3.6,0.67,0.31,P,1,4,-62,female
3,4,37,3.5,-0.83,-1.76,P,1,4,-68,female
7,1,30,3.4,-1.07,-0.87,P,1,4,-62,female
7,3,40,3,-0.42,-0.44,P,1,4,-61,male
3,5,47,3.4,0.73,NA,P,1,4,-60,male
7,1,41,3.8,-0.98,-1.12,P,1,4,-62,male
7,3,34,3.1,0.82,0.94,P,1,3,-61,male
7,1,32,3.3,0.28,0,P,1,2,-55,female
7,1,42,3.4,-0.77,-1.42,,1,4,NA,female
7,1,38,3.3,-0.37,0.04,P,1,3,-62,female
7,3,31,3.6,-1,NA,,1,2,NA,male
7,1,33,3.3,-0.33,-0.49,P,1,4,-62,male
7,1,35,3.2,-0.82,-1.71,P,1,4,-67,female
7,5,46,3.5,-0.6,-0.7,P,1,4,-60,male
2,4,37,3.8,-1.04,-1.73,P,1,3,-57,male
7,1,37,2.8,0.03,0.28,P,1,4,-62,female
7,3,32,3.4,-1.75,NA,,2,3,NA,female
7,3,35,3.3,0.04,-0.3,P,1,4,-60,female
7,4,39,3.5,-0.99,-0.73,P,1,4,-59,male
7,5,44,4,1.03,1.16,P,1,4,-62,male
7,3,36,2.8,-0.58,-0.05,P,1,3,-59,male
3,3,19,3.2,-0.7,-0.45,F,1,3,-62,female
7,3,33.5,3.2,0.29,0.39,P,1,4,-59,female
7,1,33,3.6,1.1,0.89,P,1,4,-63,female
7,3,31.5,3,-0.44,-0.17,P,1,4,-61,female
7,1,39,2.8,-0.73,-1.65,P,1,4,-58,male
7,3,44,3.2,1.19,0.91,P,1,3,-57,male
7,1,44,3,0.19,0.4,,1,4,NA,male
7,3,37.5,3.4,0.95,1.18,P,1,4,-62,male
7,2,33,3.5,NA,NA,F,1,3,-62,male
7,1,41,3.4,-0.55,-0.64,P,1,3,-62,female
7,3,32,2.7,-0.24,-0.48,P,1,3,-49,male
7,3,37,3.2,NA,NA,P,1,3,-60,female
7,5,42,3.1,-0.2,-0.67,P,1,2,-59,male
7,3,29,3.9,-1.11,-0.82,,2,3,NA,female
2,4,31,2.8,-1.32,-2.05,F,1,4,-60,female
7,5,41,3.2,0.13,0.46,P,1,4,-59,female
3,1,35,3,-0.62,-0.9,P,1,2,-57,male
7,4,35,4,-1.51,-1.57,P,1,2,-51,female
7,3,41,3.8,1.26,0.74,P,1,3,-62,male
7,1,37.5,2.7,-0.42,-0.23,P,1,2,-55,male
7,3,40,3.2,0.26,-0.06,P,1,4,-41,male
7,1,37,3.7,1.34,1.37,P,1,3,-61,male
3,3,27,2.9,-3.3,NA,,1,2,NA,female
3,3,26,3.8,-3.68,-1.65,,1,3,NA,female
7,NA,18.3,2.7,0.1,0,P,2,4,-59,male
7,2,30,2.9,-0.2,-1.03,P,1,5,-60,male
2,4,36,2.7,-0.31,-1.58,F,1,3,-60,male
7,1,43,3.5,0.06,0.3,P,1,3,-44,female
7,3,40,3,-0.38,0.17,P,2,3,-61,female
7,3,39,3.2,-0.52,-0.77,P,1,3,-62,female
7,2,34,3,0.6,0.95,P,1,4,-55,female
6,3,32,3.5,-2.28,-1.96,,1,4,NA,male
7,3,34,3.5,0.84,0.68,P,1,4,-62,female
7,1,33,3.8,-0.14,0.26,P,1,4,-62,male
7,2,30,2.6,-0.41,-0.33,P,1,3,-65,male
7,1,35,2.4,1,1.76,P,1,3,-57,male
7,4,45.5,3.9,0.55,0.15,P,1,5,-62,male
2,3,38,2.8,-1.26,-1.86,P,1,2,-60,male
5,4,27.5,3.3,-0.48,-0.9,P,1,3,-61,female
7,5,37,2.5,2.29,-1.09,P,1,4,-61,female
7,4,38,3.4,-0.37,0.07,P,1,4,-62,female
7,3,33,3,0.08,0.36,P,1,4,-62,male
7,1,29,3.5,-0.26,-0.53,,1,3,NA,male
7,4,37,2.9,-0.4,-0.45,P,1,4,-61,male
7,3,31,3.9,-0.58,-0.16,P,1,4,-62,female
7,3,32,2.8,-1.02,-0.3,P,1,4,-61,male
7,4,32.5,3.9,0.2,0.36,P,1,4,-60,male
7,3,33,3.5,0.58,0.15,P,1,3,-61,female
7,3,34,3.4,0.37,0.62,P,1,3,-62,female
7,4,45,3.6,-0.12,0.18,P,1,2,-62,male
7,5,38,2.9,0.03,-0.05,P,1,4,-57,female
8,1,38,2.8,NA,-0.22,P,2,2,-61,male
7,1,25.5,3.1,-0.59,-0.97,P,1,3,-57,female
7,3,37,2.8,-1.66,-1.35,,1,4,NA,female
7,3,40,2.6,-2.31,NA,,1,1,NA,male
7,1,37,2.7,-0.39,-0.83,P,1,5,-61,male
7,2,27,3.1,-1.27,-0.4,P,1,4,-58,male
7,4,33,2.6,0.2,0.79,P,1,3,-56,male
7,2,27.5,3.1,-0.02,-0.77,F,1,4,-61,male
7,3,32.3,3.3,0.27,-0.48,P,1,3,-56,male
7,3,34,3.2,-0.41,-0.98,F,1,4,-58,male
3,3,23,2.6,0.48,0.07,P,1,1,-62,female
7,4,34,3.2,-0.33,0.26,P,1,3,-60,female
7,1,43,3,1.4,1.2,P,1,4,-62,male
7,3,43,3.5,2,1.97,P,1,4,-55,female
7,3,27,3,-0.44,-0.73,P,2,5,-64,female
6,3,31,3.2,-0.82,-1.07,P,1,4,-62,female
7,4,45,3.1,-0.82,-0.46,P,1,4,-61,male
7,1,41,3.2,-0.84,-0.48,P,1,4,-61,male
7,5,45,3.6,-0.79,-0.71,F,1,3,-58,male
7,1,40,2.9,NA,NA,,1,4,NA,male
7,5,32,3.8,-0.86,-0.85,P,1,5,-62,female
7,4,41,3.2,-0.18,-0.18,P,1,4,-62,female
7,5,41,3.5,-0.28,0.25,P,1,3,-59,female
7,1,35.5,3.6,-0.17,-0.19,P,1,3,-62,female
7,4,39,2.8,0.84,0.9,,1,5,NA,female
7,3,32,3,0.94,0.85,P,1,4,-62,male
7,3,33,2.9,0.01,0.16,P,1,4,-60,male
7,1,40,3.4,1.38,1.23,P,1,2,-59,male
7,3,40,3.5,-0.25,NA,P,1,3,-57,female
7,3,44,3.1,-0.79,-1.34,P,1,4,-61,male
7,3,35,2.6,-0.8,-1.09,P,1,3,-60,male
7,3,42,2.8,0.87,0.82,P,1,4,-58,male
7,1,33,2.9,1.21,1.32,P,1,4,-62,male
7,3,41,2.5,0.1,-0.95,F,2,3,-61,male
7,3,41,3.9,NA,NA,,1,4,NA,male
7,5,39,3.6,-0.07,0.15,P,1,3,-63,female
7,4,42,3.2,0.33,0.31,P,1,4,-61,female
7,5,43,3.4,-0.86,NA,P,1,4,-63,male
7,3,31,3,-0.93,-0.43,P,1,3,-66,female
7,2,32,3.4,-0.73,0.15,P,1,4,-61,male
7,4,41,3.3,-0.6,-0.51,,1,4,NA,female
5,3,31,3,-1.8,-0.85,P,1,4,-62,female
3,1,32,2.4,-0.53,-0.7,F,1,1,-56,male
8,1,31.5,3.6,-1,-1.17,P,1,4,-59,female
7,2,34.5,3.2,0.33,0.55,P,1,4,-59,male
7,5,44,3.9,0.09,-0.56,P,1,3,-56,male
7,3,34,3.2,-0.2,-0.88,P,1,5,-62,male
7,4,34.5,3,NA,NA,,1,4,NA,male
7,4,35,2.7,1.26,NA,,2,5,NA,male
4,4,37,3.5,-0.37,NA,,1,3,NA,male
7,5,47,3.2,-1.15,-1.15,P,1,4,-67,female
7,5,32.5,3.1,-2.06,-1.84,F,1,5,-61,male
7,3,33,3.5,0.58,0.05,P,1,2,-54,female
7,2,34,3.7,0.09,-0.14,P,1,4,-61,male
7,2,35,3.5,0.27,0.06,P,1,3,-60,male
3,4,22,2.7,-2.68,NA,,2,3,NA,male
7,4,37,3.1,0.06,-0.57,P,1,3,-59,female
7,2,30,3.1,0.54,0.69,P,2,4,-62,female
7,3,33,3.4,1.55,1.48,P,2,3,-57,female
7,1,35,3.6,0.54,0.51,P,1,3,-61,male
7,1,34,3.6,1.02,0.6,P,1,3,-61,female
7,4,34,3.4,0.41,-0.17,P,1,3,-67,female
7,3,32,3.9,1.31,1.21,P,1,4,-59,female
3,6,28,2.6,-0.09,-0.47,P,1,2,-55,female
7,3,38,3.1,-0.59,-0.86,P,1,2,-40,female
7,5,38,3.8,0.03,NA,P,1,5,-62,male
7,4,35,3.1,0.89,0.48,P,2,2,-60,male
5,1,29,2.8,-1.32,-2.31,F,1,2,-64,male
7,3,32,3.4,-0.75,-0.17,P,1,3,-60,male
7,3,36,2.3,-0.95,NA,F,1,2,-24,male
7,3,27,3.8,0.58,0.88,P,1,4,-62,female
7,1,46,3.6,1.83,1.6,P,1,3,-63,female
7,1,39,3.4,1.33,1.38,P,1,4,-62,female
7,1,41,3.7,0.25,0.17,F,1,4,-57,male
7,3,36,3.3,0.14,0.53,P,2,3,-57,male
7,3,34,3.2,NA,NA,,1,4,NA,male
7,4,46,3.7,0.2,0.5,P,1,2,-62,female
7,3,30,3,-0.09,-0.61,F,1,3,-61,male
7,4,34,2.9,0.69,0.26,,2,3,NA,female
